"","nombre_promocional","longitud","latitud","enlace_web","Tipo","geometry","corpse_category"
"416","Benijófar","-0.733006","38.077144","http://www.nacionrotonda.com/2013/05/benijofar-alicante-2002-2012.html",,,"Desenterrados"
"417","Boadilla del Monte","-3.864835","40.393183","http://www.nacionrotonda.com/2013/05/boadilla-del-monte-madrid-2001-2012.html",,,"Desenterrados"
"418","Cabanes","0.146728","40.122147","http://www.nacionrotonda.com/2013/05/cabanes-castellon-2002-2012.html",,,"Desenterrados"
"419","Cabanillas del Campo","-3.230268","40.639038","http://www.nacionrotonda.com/2013/05/cabanillas-del-campo-guadalajara-2009.html",,,"Desenterrados"
"420","Cáceres (sur)","-6.367106","39.454754","http://www.nacionrotonda.com/2013/05/caceres-2005-2011.html",,,"Desenterrados"
"421","Cala de Mijas","-4.678131","36.5099","http://www.nacionrotonda.com/2013/05/cala-de-mijas-malaga-2003-2012.html",,,"Desenterrados"
"422","Castell-Platja d'Aro","3.066003","41.820369","http://www.nacionrotonda.com/2013/05/castell-platja-daro-girona-2004-2012.html",,,"Desenterrados"
"423","Chiloeches","-3.180662","40.586557","http://www.nacionrotonda.com/2013/05/chiloeches-guadalajara.html",,,"Desenterrados"
"424","Chinchilla (I)","-1.726307","38.921707","http://www.nacionrotonda.com/2013/05/chinchilla-albacete-2002-2012.html",,,"Desenterrados"
"425","Costa Ballena","-6.412908","36.688752","http://www.nacionrotonda.com/2013/05/costa-ballena-cadiz-2003-2012.html",,,"Desenterrados"
"426","Dos Hermanas","-5.936463","37.305509","http://www.nacionrotonda.com/2013/05/dos-hermanas-sevilla-2002-2012.html",,,"Desenterrados"
"427","El Coto","-3.44525","40.70313","http://www.nacionrotonda.com/2013/05/el-coto-guadalajara-2002-2012.html",,,"Desenterrados"
"428","Els Arenals del Sol","-0.521409","38.252574","http://www.nacionrotonda.com/2013/05/els-arenals-del-sol-alicante-2002-2012.html",,,"Desenterrados"
"429","Els Pallaresos","1.277705","41.1693","http://www.nacionrotonda.com/2013/05/els-pallaresos-tarragona-2004-2010.html",,,"Desenterrados"
"430","El Vendrell","1.535794","41.219435","http://www.nacionrotonda.com/2013/05/el-vendrell-tarragona-2004-2010.html",,,"Desenterrados"
"431","Escúzar","-3.765802","37.082125","http://www.nacionrotonda.com/2013/05/escuzar-granada2004-2011.html",,,"Desenterrados"
"432","Esplugues de Llobregat (Finestrelles)","2.098097","41.383408","http://www.nacionrotonda.com/2013/05/finestrelles-esplugues-de-llobregat.html",,,"Desenterrados"
"433","Fuensaldaña","-4.751965","41.699219","http://www.nacionrotonda.com/2013/05/fuensaldana-valladolid-2009-2012.html",,,"Desenterrados"
"434","Grau Vell","-0.262104","39.632794","http://www.nacionrotonda.com/2013/05/grau-vell-valencia-2002-2012.html",,,"Desenterrados"
"435","Guadalupe de Maciascoque","-1.182819","37.996939","http://www.nacionrotonda.com/2013/05/guadalupe-de-maciascoque-murcia-2000.html",,,"Desenterrados"
"436","Ircio","-2.900005","42.6524","http://www.nacionrotonda.com/2013/05/ircio-burgos-2000-2009.html",,,"Desenterrados"
"437","Juan Fernández","-16.417556","28.514255","http://www.nacionrotonda.com/2013/05/juan-fernandez-santa-cruz-de-tenerife.html",,,"Desenterrados"
"438","El Cañaveral","-3.548433","40.401934","http://www.nacionrotonda.com/2013/05/la-canada-real-madrid-2005-2012.html",,,"Desenterrados"
"439","La Felipa","-1.702635","39.039301","http://www.nacionrotonda.com/2013/05/la-felipa-albacete-2002-2012.html",,,"Desenterrados"
"440","La Malah ","-3.703676","37.06695","http://www.nacionrotonda.com/2013/05/la-malaha-granada-2004-2011.html",,,"Desenterrados"
"441","La Muela","-1.057053","41.605882","http://www.nacionrotonda.com/2013/05/la-muela-zaragoza-2002-2011.html",,,"Desenterrados"
"442","Lepe","-7.201503","37.263512","http://www.nacionrotonda.com/2013/05/lepe-huelva-2005-2012.html",,,"Desenterrados"
"443","Lleida (este)","0.639562","41.602032","http://www.nacionrotonda.com/2013/05/lerida-este-2004-2011.html",,,"Desenterrados"
"444","Los Alc zares","-0.864732","37.726748","http://www.nacionrotonda.com/2013/05/los-alcazares-murcia-2002-2011.html",,,"Desenterrados"
"445","Los Ángeles de San Rafael","-4.217408","40.780225","http://www.nacionrotonda.com/2013/05/los-angeles-de-san-rafael-segovia-2004.html",,,"Desenterrados"
"446","Majanicho","-13.945668","28.734701","http://www.nacionrotonda.com/2013/05/majanicho-las-palmas-2003-2012.html",,,"Desenterrados"
"447","Miajadas","-5.928355","39.137488","http://www.nacionrotonda.com/2013/05/miajadas-caceres-2002-2011.html",,,"Desenterrados"
"448","Mojácar","-1.855644","37.080134","http://www.nacionrotonda.com/2013/05/mojacar-almeria-2002-2011.html",,,"Desenterrados"
"449","Moreaga Sopelana","-2.993973","43.384379","http://www.nacionrotonda.com/2013/05/moreaga-bizkaia-2002-2011.html",,,"Desenterrados"
"450","Naharros del Río","-5.590406","40.958053","http://www.nacionrotonda.com/2013/05/naharros-del-rio-salamanca-2006-2012.html",,,"Desenterrados"
"451","Navalcarnero","-3.996731","40.293373","http://www.nacionrotonda.com/2013/05/navalcarnero-madrid-1991-2012.html",,,"Desenterrados"
"452","Oleiros","-8.312964","43.331084","http://www.nacionrotonda.com/2013/05/oleiros-coruna.html",,,"Desenterrados"
"453","Palomares","-1.806245","37.232488","http://www.nacionrotonda.com/2013/05/palomares-murcia-2002-2011.html",,,"Desenterrados"
"454","Zizur Mayor","-1.692113","42.788779","http://www.nacionrotonda.com/2013/05/pamplona-navarra-2005-2011.html",,,"Desenterrados"
"455","Paracuellos de Jarama","-3.51868","40.502631","http://www.nacionrotonda.com/2013/05/paracuellos-de-jarama-madrid-2002-2012.html",,,"Desenterrados"
"456","Puig","-0.30134","39.591356","http://www.nacionrotonda.com/2013/05/puig-valencia-2009-2012.html",,,"Desenterrados"
"457","Quer","-3.270431","40.606918","http://www.nacionrotonda.com/2013/05/quer-guadalajara-2005-2009_27.html",,,"Desenterrados"
"458","Retamar","-2.310249","36.841565","http://www.nacionrotonda.com/2013/05/retamar-almeria-2002-2009.html",,,"Desenterrados"
"459","Ronda","-5.155854","36.746826","http://www.nacionrotonda.com/2013/05/ronda-malaga-2004-2012.html",,,"Desenterrados"
"460","Sagunto","-0.282725","39.675881","http://www.nacionrotonda.com/2013/05/sagunto-valencia-2003-2012.html",,,"Desenterrados"
"461","San Lourenzo de Nogueira","-8.683612","42.517581","http://www.nacionrotonda.com/2013/05/san-lourenzo-de-nogueira-pontevedra.html",,,"Desenterrados"
"462","Sant Cugat del Vallés","2.074915","41.478947","http://www.nacionrotonda.com/2013/05/sant-cugat-del-valles-barcelona-2002.html",,,"Desenterrados"
"463","Seseña","-3.66915","40.133065","http://www.nacionrotonda.com/2013/05/sesena-toledo-2003-2012.html",,,"Desenterrados"
"464","Torrejón de Ardoz","-3.449989","40.452604","http://www.nacionrotonda.com/2013/05/torrejon-de-ardoz-madrid-2002-2009.html",,,"Desenterrados"
"465","Ugena","-3.875823","40.157359","http://www.nacionrotonda.com/2013/05/ugena-toledo-2002-2013.html",,,"Desenterrados"
"466","Villajoyosa","-0.196647","38.517569","http://www.nacionrotonda.com/2013/05/vilajoyosa-alicante2002-2012.html",,,"Desenterrados"
"467","Villamediana de Iregua","-2.415398","42.424717","http://www.nacionrotonda.com/2013/05/villamediana-de-iregua-la-rioja-2003.html",,,"Desenterrados"
"468","Villaviciosa","-5.435275","43.48033","http://www.nacionrotonda.com/2013/05/villaviciosa-asturias-2001-2011.html",,,"Desenterrados"
"469","Vitoria-Gasteiz (Este)","-2.65635","42.848301","http://www.nacionrotonda.com/2013/05/vitoria-gasteiz-este-alava-araba-2001.html",,,"Desenterrados"
"470","Zahara de los Atunes","-5.843989","36.134332","http://www.nacionrotonda.com/2013/05/zahara-de-los-atunes-cadiz-2002-2011.html",,,"Desenterrados"
"471","A-14 Almenar-Alguaire","0.544138","41.763144","http://www.nacionrotonda.com/2013/06/a-14-almenar-alguaire-lleida.html",,,"Desenterrados"
"472","La Caleta","-16.752849","28.103681","http://www.nacionrotonda.com/2013/06/adeje-la-caleta-santa-cruz-de-tenerife.html",,,"Desenterrados"
"473","Aeropuerto de Huesca-Pirineos","-0.313389","42.076056","http://www.nacionrotonda.com/2013/06/aeropuerto-de-huesca-pirineos-huesca.html",,,"Desenterrados"
"474","Aguadulce","-2.586969","36.825826","http://www.nacionrotonda.com/2013/06/aguadulce-almeria-2004-2011.html",,,"Desenterrados"
"475","Aldeatejada","-5.691291","40.926869","http://www.nacionrotonda.com/2013/06/aldeatejada-salamanca.html",,,"Desenterrados"
"476","Almassora","-0.004562","39.927528","http://www.nacionrotonda.com/2013/06/almassora-castellon-2002-2013.html",,,"Desenterrados"
"477","Alovera","-3.246886","40.590051","http://www.nacionrotonda.com/2013/06/alovera-guadalajara-2005-2012.html",,,"Desenterrados"
"478","Arrankudiaga","-2.916138","43.173085","http://www.nacionrotonda.com/2013/06/arrankudiaga-bizkaia-2001-2011.html",,,"Desenterrados"
"479","Arteixo","-8.518263","43.338465","http://www.nacionrotonda.com/2013/06/arteixo-coruna-2003-2010.html",,,"Desenterrados"
"480","Avileses","-0.93117","37.858563","http://www.nacionrotonda.com/2013/06/avileses-murcia.html",,,"Desenterrados"
"481","Burguillos de Toledo","-3.991973","39.803772","http://www.nacionrotonda.com/2013/06/burguillos-de-toledo-toledo.html",,,"Desenterrados"
"482","Canet d'en Berenguer","-0.220467","39.679901","http://www.nacionrotonda.com/2013/06/canet-de-berenguer-valencia-2002-2012.html",,,"Desenterrados"
"483","Carboneras","-1.889521","37.008245","http://www.nacionrotonda.com/2013/06/carboneras-almeria-2002-2012.html",,,"Desenterrados"
"484","Castro Urdiales","-3.213456","43.360417","http://www.nacionrotonda.com/2013/06/castro-urdiales-cantabria.html",,,"Desenterrados"
"485","Caudé","-1.188588","40.406474","http://www.nacionrotonda.com/2013/06/caude-teruel.html",,,"Desenterrados"
"486","Churriana de la Vega","-3.645514","37.149645","http://www.nacionrotonda.com/2013/06/churriana-cordoba.html",,,"Desenterrados"
"487","Colmenar Viejo","-3.763862","40.658303","http://www.nacionrotonda.com/2013/06/colmenar-viejo-madrid.html",,,"Desenterrados"
"488","Conil de la Frontera","-6.087141","36.277651","http://www.nacionrotonda.com/2013/06/conil-de-la-frontera-malaga.html",,,"Desenterrados"
"489","Cubas de la Sagra","-3.837282","40.190088","http://www.nacionrotonda.com/2013/06/cubas-de-la-sagra-madrid.html",,,"Desenterrados"
"490","Cullera","-0.259293","39.160871","http://www.nacionrotonda.com/2013/06/cullera-valencia-2004-2012.html",,,"Desenterrados"
"491","Das Gándaras","-7.551374","43.04127","http://www.nacionrotonda.com/2013/06/das-gandaras-lugo.html",,,"Desenterrados"
"492","Donostia (Errekalde)","-2.011657","43.28009","http://www.nacionrotonda.com/2013/06/donostia-errekalde-gipuzkoa-1991-2011.html",,,"Desenterrados"
"493","Polaris World, Murcia","-1.084151","37.876455","http://www.nacionrotonda.com/2013/06/el-caracolero-2-murcia.html",,,"Desenterrados"
"494","Finca Borrambla","-0.985077","37.86283","http://www.nacionrotonda.com/2013/06/function-container19g.html",,,"Desenterrados"
"495","Garray (Ciudad del Medio Ambiente)","-2.46227","41.814486","http://www.nacionrotonda.com/2013/06/garray-ciudad-del-medio-ambiente-soria.html",,,"Desenterrados"
"496","Guardamar del Segura","-0.6832","38.056853","http://www.nacionrotonda.com/2013/06/guardamar-del-segura-alicante.html",,,"Desenterrados"
"497","Islas Menores","-0.763773","37.642165","http://www.nacionrotonda.com/2013/06/islas-menores-murcia.html",,,"Desenterrados"
"498","Barranco de Santiago","-17.192387","28.037233","http://www.nacionrotonda.com/2013/06/laguna-de-santiago-la-gomera-santa-cruz.html",,,"Desenterrados"
"499","La Herrada","-0.745464","38.040044","http://www.nacionrotonda.com/2013/06/la-herrada-alicante.html",,,"Desenterrados"
"500","La Oliva","-13.867605","28.72308","http://www.nacionrotonda.com/2013/06/la-oliva-las-palmas.html",,,"Desenterrados"
"501","La Pobla","-0.557478","39.587073","http://www.nacionrotonda.com/2013/06/la-pobla-de-vallbona-valencia-2002-2012.html",,,"Desenterrados"
"502","La Tercia","-1.001762","37.870755","http://www.nacionrotonda.com/2013/06/la-tercia-murcia.html",,,"Desenterrados"
"503","La Vall d'Uixó (Este)","-0.228507","39.819361","http://www.nacionrotonda.com/2013/06/la-vall-duixo-este-castellon.html",,,"Desenterrados"
"504","La Vall d'Uixó (Oeste)","-0.244288","39.823779","http://www.nacionrotonda.com/2013/06/la-vall-duixo-oeste-castellon.html",,,"Desenterrados"
"505","Logroño","-2.427504","42.450848","http://www.nacionrotonda.com/2013/06/logrono-la-rioja.html",,,"Desenterrados"
"506","Lo Jurado","-1.12858","37.806778","http://www.nacionrotonda.com/2013/06/lo-jurado-murica.html",,,"Desenterrados"
"507","Lorquí","-1.239665","38.089046","http://www.nacionrotonda.com/2013/06/loqui-murcia.html",,,"Desenterrados"
"508","Los Hueros","-3.357643","40.440848","http://www.nacionrotonda.com/2013/06/los-hueros-madrid.html",,,"Desenterrados"
"509","Los Sáez, Murcia","-0.80117","37.822571","http://www.nacionrotonda.com/2013/06/los-saez-murcia.html",,,"Desenterrados"
"510","Loureda","-8.477289","43.295169","http://www.nacionrotonda.com/2013/06/loureda-coruna.html",,,"Desenterrados"
"511","Cordoba","-4.80917","37.896843","http://www.nacionrotonda.com/2013/06/lucena-cordoba-2007-2012.html",,,"Desenterrados"
"512","Lucena","-4.462605","37.409764","http://www.nacionrotonda.com/2013/06/lucena-cordoba-2007-2012.html",,,"Desenterrados"
"513","Macastre","-0.782695","39.390465","http://www.nacionrotonda.com/2013/06/macastre-valencia-2002-2012.html",,,"Desenterrados"
"514","La Manjoya","-5.862865","43.333193","http://www.nacionrotonda.com/2013/06/manjoya-asturias.html",,,"Desenterrados"
"515","Mas Camarena","-0.47227","39.563582","http://www.nacionrotonda.com/2013/06/mas-macarena-valencia-2002-2012.html",,,"Desenterrados"
"516","Mérida","-6.352524","38.914453","http://www.nacionrotonda.com/2013/06/merida-badajoz-2005-2013.html",,,"Desenterrados"
"517","Moncofa","-0.138325","39.795171","http://www.nacionrotonda.com/2013/06/moncofa-castellon-2004-2013.html",,,"Desenterrados"
"518","San Antonio de Benag‚ber","-0.525419","39.581586","http://www.nacionrotonda.com/2013/06/montesano-valencia.html",,,"Desenterrados"
"519","Motril","-3.526234","36.743673","http://www.nacionrotonda.com/2013/06/motril-granada-2005-2010.html",,,"Desenterrados"
"520","Navalmoral de la Mata (este)","-5.516362","39.894736","http://www.nacionrotonda.com/2013/06/navalmoral-de-la-mata-este-caceres-2009.html",,,"Desenterrados"
"521","Oviedo Oeste","-5.874627","43.358892","http://www.nacionrotonda.com/2013/06/oviedo-asturias.html",,,"Desenterrados"
"522","Pamplona (Este)","-1.616641","42.805545","http://www.nacionrotonda.com/2013/06/pamplona-este-navarra-2003-2011.html",,,"Desenterrados"
"523","Puerto de Gijón","-5.675352","43.544103","http://www.nacionrotonda.com/2013/06/puerto-de-gijon-asturias.html",,,"Desenterrados"
"524","Puertollano Norte","-4.105981","38.707357","http://www.nacionrotonda.com/2013/06/puertollano-norte-ciudad-real.html",,,"Desenterrados"
"525","Puyol","-0.309338","39.618377","http://www.nacionrotonda.com/2013/06/puyol-valencia-2002-2012.html",,,"Desenterrados"
"526","Rafelbunyol","-0.341021","39.591546","http://www.nacionrotonda.com/2013/06/rafelbunol-valencia-2002-2012.html",,,"Desenterrados"
"527","Roda","-0.854489","37.771156","http://www.nacionrotonda.com/2013/06/roda-murcia.html",,,"Desenterrados"
"528","Roldán","-0.971254","37.790219","http://www.nacionrotonda.com/2013/06/roldan-murcia.html",,,"Desenterrados"
"529","Salobreña","-3.55709","36.719818","http://www.nacionrotonda.com/2013/06/salobrena-granada.html",,,"Desenterrados"
"530","San Ginés","-1.198107","37.947408","http://www.nacionrotonda.com/2013/06/san-gines-murcia.html",,,"Desenterrados"
"531","San Juan","-1.662444","37.367331","http://www.nacionrotonda.com/2013/06/san-juan-almeria.html",,,"Desenterrados"
"532","Sant Pere de Ribes (Vilanoveta)","1.751535","41.231304","http://www.nacionrotonda.com/2013/06/sant-pere-de-ribes-vilanoveta-barcelona.html",,,"Desenterrados"
"533","Sanxenxo","-8.763126","42.396906","http://www.nacionrotonda.com/2013/06/sanxenxo-pontevedra.html",,,"Desenterrados"
"534","Soto de Ribera","-5.878731","43.292152","http://www.nacionrotonda.com/2013/06/soto-de-ribera-asturias.html",,,"Desenterrados"
"535","Sucina","-0.963599","37.887286","http://www.nacionrotonda.com/2013/06/sucina-murcia.html",,,"Desenterrados"
"536","Tarancón","-3.006036","40.006945","http://www.nacionrotonda.com/2013/06/tarancon-cuenca.html",,,"Desenterrados"
"537","Toledo","-4.023828","39.840926","http://www.nacionrotonda.com/2013/06/toledo.html",,,"Desenterrados"
"538","Tordera","2.720989","41.693279","http://www.nacionrotonda.com/2013/06/tordera-barcelona.html",,,"Desenterrados"
"539","Campos del río","-1.334429","38.029633","http://www.nacionrotonda.com/2013/06/trampolin-hills-campos-del-rio-murcia.html",,,"Desenterrados"
"540","Tres Cantos","-3.714424","40.622128","http://www.nacionrotonda.com/2013/06/tres-cantos-madrid-2005-2012.html",,,"Desenterrados"
"541","Xaló (Urbanización Valle Paraíso)","-0.015359","38.754243","http://www.nacionrotonda.com/2013/06/urbanizacion-valle-paraiso-xalo-alicante.html",,,"Desenterrados"
"542","Vallecas","-3.605471","40.371411","http://www.nacionrotonda.com/2013/06/vallecas-madrid.html",,,"Desenterrados"
"543","Venta de Baños","-4.500487","41.918164","http://www.nacionrotonda.com/2013/06/venta-de-banos-palencia.html",,,"Desenterrados"
"544","Viana","-2.366018","42.517822","http://www.nacionrotonda.com/2013/06/viana-navarra.html",,,"Desenterrados"
"545","Villanueva de la Cañada","-4.000205","40.444505","http://www.nacionrotonda.com/2013/06/villanueva-de-la-canada-madrid.html",,,"Desenterrados"
"546","Yuncos","-3.866927","40.089388","http://www.nacionrotonda.com/2013/06/yuncos-toledo.html",,,"Desenterrados"
"547","Zamora","-5.733102","41.528305","http://www.nacionrotonda.com/2013/06/zamora.html",,,"Desenterrados"
"548","Almenara","-0.18651","39.737182","http://www.nacionrotonda.com/2013/07/almenara-castellon.html",,,"Desenterrados"
"549","Almeria","-2.442809","36.837242","http://www.nacionrotonda.com/2013/07/almeria.html",,,"Desenterrados"
"550","Avilés","-5.898957","43.538327","http://www.nacionrotonda.com/2013/07/aviles-asturias.html",,,"Desenterrados"
"551","Azucaica","-3.970834","39.88361","http://www.nacionrotonda.com/2013/07/azucaica-toledo.html",,,"Desenterrados"
"552","Boadilla del Monte","-3.906372","40.415344","http://www.nacionrotonda.com/2013/07/boadilla-del-monte-ii-madrid.html",,,"Desenterrados"
"553","Campanillas","-4.556691","36.746354","http://www.nacionrotonda.com/2013/07/campanillas-malaga.html",,,"Desenterrados"
"554","Carballo","-8.684782","43.226249","http://www.nacionrotonda.com/2013/07/carballo-coruna.html",,,"Desenterrados"
"555","Ciudad Quesada I","-0.717402","38.053797","http://www.nacionrotonda.com/2013/07/ciudad-quesada-i-alicante.html",,,"Desenterrados"
"556","Ciudad Quesada II","-0.706069","38.057551","http://www.nacionrotonda.com/2013/07/ciudad-quesada-ii-alicante.html",,,"Desenterrados"
"557","Cobisa","-4.025555","39.804494","http://www.nacionrotonda.com/2013/07/cobisa-toledo.html",,,"Desenterrados"
"558","Corvera","-1.171243","37.83394","http://www.nacionrotonda.com/2013/07/corvera-murcia.html",,,"Desenterrados"
"559","Dolores","-0.765691","38.137788","http://www.nacionrotonda.com/2013/07/dolores-alicante.html",,,"Desenterrados"
"560","Don Benito","-5.861883","38.956717","http://www.nacionrotonda.com/2013/07/don-benito-badajoz.html",,,"Desenterrados"
"561","Illescas (este)","-3.829789","40.122359","http://www.nacionrotonda.com/2013/07/illescas-este-toledo.html",,,"Desenterrados"
"562","Illescas (sur)","-3.859056","40.110254","http://www.nacionrotonda.com/2013/07/illescas-sur-toledo.html",,,"Desenterrados"
"563","Isla Cristina","-7.312713","37.197474","http://www.nacionrotonda.com/2013/07/isla-cristina-huelva.html",,,"Desenterrados"
"564","Las Perdices","-4.004551","39.911514","http://www.nacionrotonda.com/2013/07/las-perdices-toledo.html",,,"Desenterrados"
"565","Los Molares","-5.719465","37.157014","http://www.nacionrotonda.com/2013/07/los-molares-sevilla.html",,,"Desenterrados"
"566","Luanco","-5.793598","43.611764","http://www.nacionrotonda.com/2013/07/luanco-asturias.html",,,"Desenterrados"
"567","Mairena de Alcor","-5.751794","37.373355","http://www.nacionrotonda.com/2013/07/mairena-de-alcor-sevilla.html",,,"Desenterrados"
"568","Nambroca","-3.945765","39.797458","http://www.nacionrotonda.com/2013/07/nambroca-toledo.html",,,"Desenterrados"
"569","San Fernando","-6.202453","36.475658","http://www.nacionrotonda.com/2013/07/san-fernando-cadiz.html",,,"Desenterrados"
"570","San Miguel de Salinas","-0.788949","37.978839","http://www.nacionrotonda.com/2013/07/san-miguel-de-salinas-alicante.html",,,"Desenterrados"
"571","Santa Cruz da Rabeda","-7.820972","42.279099","http://www.nacionrotonda.com/2013/07/santa-cruz-da-rabeda-ourense.html",,,"Desenterrados"
"572","Santa maría de Benquerencia","-3.932804","39.870497","http://www.nacionrotonda.com/2013/07/santa-maria-de-benquerencia-toledo.html",,,"Desenterrados"
"573","Telde","-15.41429","27.994258","http://www.nacionrotonda.com/2013/07/telde-las-palmas.html",,,"Desenterrados"
"574","Valdebebas","-3.61602","40.487832","http://www.nacionrotonda.com/2013/07/valdebebas-madrid.html",,,"Desenterrados"
"575","Villanubla","-4.83862","41.697536","http://www.nacionrotonda.com/2013/07/villanubla-valladolid.html",,,"Desenterrados"
"576","Vistabella","-0.823755","38.036742","http://www.nacionrotonda.com/2013/07/vistabella-alicante.html",,,"Desenterrados"
"577","Xalets de Salou","1.164567","41.075871","http://www.nacionrotonda.com/2013/07/xalets-de-salou-tarragona.html",,,"Desenterrados"
"578","A-2 con M-40","-3.605073","40.448322","http://www.nacionrotonda.com/2013/08/a-2-con-m-40-madrid.html",,,"Desenterrados"
"579","Alvarado","-6.79936","38.81273","http://www.nacionrotonda.com/2013/08/alvarado-badajoz.html",,,"Desenterrados"
"580","Arrúbal","-2.252513","42.430335","http://www.nacionrotonda.com/2013/08/arrubal-la-rioja.html",,,"Desenterrados"
"581","Avinyonet de Puigventós","2.913303","42.250867","http://www.nacionrotonda.com/2013/08/avinyonet-de-puigventos-girona.html",,,"Desenterrados"
"582","Corrales","-6.988025","37.279943","http://www.nacionrotonda.com/2013/08/corrales-huelva.html",,,"Desenterrados"
"583","Cuatro Vientos","-3.781932","40.373791","http://www.nacionrotonda.com/2013/08/cuatro-vientos-madrid.html",,,"Desenterrados"
"584","Golf Bellavista","-7.00917","37.283173","http://www.nacionrotonda.com/2013/08/golf-bellavista-huelva.html",,,"Desenterrados"
"585","Isla Canela","-7.377692","37.174462","http://www.nacionrotonda.com/2013/08/isla-canela-huelva.html",,,"Desenterrados"
"586","L'Alcúdia","-0.501538","39.19424","http://www.nacionrotonda.com/2013/08/lalcudia-valencia.html",,,"Desenterrados"
"587","Hospitalet de L'Infant","0.918378","41.000533","http://www.nacionrotonda.com/2013/08/lhospitalet-de-linfant-tarragona.html",,,"Desenterrados"
"588","Los Camachos","-0.92708","37.649875","http://www.nacionrotonda.com/2013/08/los-camachos-murcia.html",,,"Desenterrados"
"589","Moraleja de Enmedio","-3.854289","40.265686","http://www.nacionrotonda.com/2013/08/moraleja-de-enmedio-madrid.html",,,"Desenterrados"
"590","Palma de Mallorca","2.684196","39.568782","http://www.nacionrotonda.com/2013/08/palma-de-mallorca-este-islas-baleares.html",,,"Desenterrados"
"591","Santa Ana","-3.88168","37.45277","http://www.nacionrotonda.com/2013/08/santa-ana-jaen.html",,,"Desenterrados"
"592","Torrejón de la Calzada","-3.796972","40.203414","http://www.nacionrotonda.com/2013/08/torrejon-de-la-calzada-madrid.html",,,"Desenterrados"
"593","Villalbilla","-3.289723","40.433696","http://www.nacionrotonda.com/2013/08/villalbilla-madrid.html",,,"Desenterrados"
"594","Alquerías del Niño Perdido","-0.114236","39.898688","http://www.nacionrotonda.com/2013/09/alquerias-del-nino-perdido-castellon.html",,,"Desenterrados"
"595","L'Aldea","0.587326","40.718212","http://www.nacionrotonda.com/2013/09/amposta-tarragona.html",,,"Desenterrados"
"596","A Revolta","-8.803865","42.434838","http://www.nacionrotonda.com/2013/09/a-revolta-pontevedra.html",,,"Desenterrados"
"597","Cadrete","-0.962752","41.555109","http://www.nacionrotonda.com/2013/09/cadrete-zaragoza.html",,,"Desenterrados"
"598","Cartuja Baja","-0.83641","41.575607","http://www.nacionrotonda.com/2013/09/cartuja-baja-zaragoza.html",,,"Desenterrados"
"599","Castejón","-1.687173","42.171336","http://www.nacionrotonda.com/2013/09/castejon-navarra.html",,,"Desenterrados"
"600","El Algarrobico","-1.879578","37.028141","http://www.nacionrotonda.com/2013/09/el-algarrobico-almeria.html",,,"Desenterrados"
"601","El Palau d'Anglesola","0.88077","41.648854","http://www.nacionrotonda.com/2013/09/el-palau-de-langlesola-lleida.html",,,"Desenterrados"
"602","Escombreras","-0.922348","37.572741","http://www.nacionrotonda.com/2013/09/escombreras-murcia.html",,,"Desenterrados"
"603","Golf del Guadiana","-6.883276","38.882242","http://www.nacionrotonda.com/2013/09/golf-del-guadiana-badajoz.html",,,"Desenterrados"
"604","La Caja Mágica","-3.684034","40.368906","http://www.nacionrotonda.com/2013/09/la-caja-magica-madrid-2020-madrid.html",,,"Desenterrados"
"605","León (sureste)","-5.568034","42.582848","http://www.nacionrotonda.com/2013/09/leon-sureste-leon.html",,,"Desenterrados"
"606","Playa Vera","-1.806026","37.219791","http://www.nacionrotonda.com/2013/09/playa-vera-almeria.html",,,"Desenterrados"
"607","Puerto de Gimar","-16.376881","28.29286","http://www.nacionrotonda.com/2013/09/puertito-de-guimar-santa-cruz-de-tenerfe.html",,,"Desenterrados"
"608","Torrefarrera","0.608255","41.669728","http://www.nacionrotonda.com/2013/09/torrefarrera-lleida.html",,,"Desenterrados"
"609","Valdemoro","-3.644565","40.222013","http://www.nacionrotonda.com/2013/09/valdemoro-norte-madrid.html",,,"Desenterrados"
"610","Villa Olímpica","-3.599652","40.434643","http://www.nacionrotonda.com/2013/09/villa-olimpica-madrid-2020-madrid.html",,,"Desenterrados"
"611","Zaragoza (suroeste)","-0.937365","41.62371","http://www.nacionrotonda.com/2013/09/zaragoza-suroeste-zaragoza.html",,,"Desenterrados"
"612","Zeneta","-1.012452","38.002311","http://www.nacionrotonda.com/2013/09/zeneta-murcia.html",,,"Desenterrados"
"613","Alcorcón","-3.829568","40.330255","http://www.nacionrotonda.com/2013/10/alcorcon-madrid.html",,,"Desenterrados"
"614","Alhendín","-3.639172","37.107297","http://www.nacionrotonda.com/2013/10/alhendin-granada.html",,,"Desenterrados"
"615","Alicante (sur)","-0.529057","38.333256","http://www.nacionrotonda.com/2013/10/alicante-sur-alicante.html",,,"Desenterrados"
"616","Burriana","-0.083175","39.885537","http://www.nacionrotonda.com/2013/10/borriana-catellon.html",,,"Desenterrados"
"617","Caparacena","-3.701614","37.259965","http://www.nacionrotonda.com/2013/10/caparacena-granada.html",,,"Desenterrados"
"618","Centro Penitenciario de Picassent","-0.435408","39.313587","http://www.nacionrotonda.com/2013/10/centro-penitenciario-de-picassent.html",,,"Desenterrados"
"619","Churra","-1.147102","38.041453","http://www.nacionrotonda.com/2013/10/churra-murcia.html",,,"Desenterrados"
"620","Espartinas","-6.12079","37.378996","http://www.nacionrotonda.com/2013/10/espartinas-sevilla.html",,,"Desenterrados"
